ext_id,card_title,description,rating,source,deck
66,Charcoal Burner:,"Charcoal Burner: In 4-p, this is awesome: pretty much everyone will buy some sort of cookery,
and some will buy one twice when they upgrade their fireplace to a cooking
hearth or take a Stone Oven for another free bake action. It will be worth at
least 4 food and 4 wood, a far better deal than perfectly playable cards like
the Reeve. Less playable in 3-p.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,#N/A
67,Chicken Coop,"Chicken Coop Chicken Coop With no prerequisite and a flexible cost, it's
usually pretty easy to get this out for the full 8 food. That's an amazing deal
when you factor in the 1 VP. The only time this isn't an absolute must-play is
in 3-p, where sometimes you won't be able to spare the reed. For every other
mode, this is one of the best improvements in the game.",5,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
68,Chief:,"Chief: Extra cost: 2 food The extra food shouldn't be too much of a hassle in the final round, and this
guy will usually be worth 4 VPs - a great deal for one action. If you have the
stone house and plenty of food, he's always worth it.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,#N/A
69,Chief's Daughter:,"Chief's Daughter: 1F1A for 3 VP is a solid deal, but hardly a game-breaking one. Since I mix the
decks together, I've never seen the Daughter come out for free.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,#N/A
70,Church Warden,"Church Warden 1F1A for 4 wood is a good deal, and if you use the wood to build rooms you
should have a solid chance of getting the 3 bonus points by the end. One of the
better entries of this cycle, since the bonus is less of a liability.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
71,Clapper,"Clapper Clapper This can give you a lot of grain near the end of
the game if you're one of the lucky ones to get FG w/o room. It can also delay
having to resow your grain fields when you FG in stage 2, which can be
surprisingly helpful.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
72,Clay Deliveryman,"Clay Deliveryman This guy has the most utility in 2-p, where clay can be very scarce. With more
players the card becomes more of a conditional play, since clay should already
be plentiful after round 6. If you play him, it should be with the intention of
using massive amounts of clay (clay rooms, pottery, etc.). This should
hopefully prevent clay from being too easy to get for your opponents.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
73,Clay Deposit,"Clay Deposit Clay Deposit 1F is often well worth 5 clay, so you need to be
careful about when, if ever, you play this card. You don't want to be giving
your opponents options! Moreover, the benefit this gives you is just about as
dubious - even if you want clay, if you spend an action to play it and an
action to use it, you've spent 2 actions for 5 clay - that's pretty mediocre.
The choice to take 2 VP is fine fine , but usually you'll have a way to do that anyway, whether
it's by plowing fields or taking singleton animals to stay in your home. Overall, the high occupation requirement, zero VPs
and questionable benefit makes it one of the worst cards you can draw. The only
real use I see for it is as a desperation move in 2-p, after your opponent has
denied you clay.",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
74,Clay Digger,"Clay Digger This is an interesting card. While at first glance giving your opponents clay
is a bad idea, the three food cost is a huge barrier to entry. If you take it
whenever it gets reasonably high, your opponents will probably never bother
with it. The main problem is that in order to avoid flooding the entire game with clay
(and thus indirectly indirectly feeding clay to
your opponents, rather than directly), you're going to have to still take the
other clay spots as much as you usually would. This will result in you having
way more clay than you usually would want, and it might be difficult to find a
reasonable use for it. Most likely it will be in the form of clay rooms, but it
doesn't have to be. I'm not sure if this is worth the action, but it's hard to dismiss the
overwhelming amount of clay this gives you.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
75,Clay Firer,"Clay Firer Cards that convert one resource to another usually aren't good because the
deals they give are only marginally beneficial. If you're going to be spending
1F1A, you want to be getting good deals, not OK ones. This is one of the better conversion Occs, however, because 3 clay for 2 stone
can be a pretty good deal in games where people are valuing stone correctly.
However, the fact that you need to waste one action playing this card and then
another action collecting the clay when you could have just taken 2 or 3 stone
directly still makes this a fringe play.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
76,Clay Hut Builder,"Clay Hut Builder Awkward since it encourages an early renovation. Because renovations are worth
nothing but VPs, you prefer to renovate later in the game. Still, it's hard to
deny the card's power. The 10 clay this gives you is enough to build two clay
rooms all on its own, making the occ often worth it.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
77,Clay Hut Extension,"Clay Hut Extension Clay Hut Extension This card is pretty much garbage in 2-p and 3-p.
There just isn't enough clay to ever get this going, and once you're there, the
benefit is not large. Everything changes when you get to 4-p or 5-p.
There, clay is plentiful enough that you should be able to get enough to
renovate and play this with a little effort. In 4-p, especially, this is
incredibly crushing. The single Build Room(s) and Family Growth spots cause the
game to be centered almost exclusively on successfully playing on them. The
Clay Hut Extension essentially secures BOTH, since you bypass the Build Rooms
spot and then get to FG with your first action in the next round. The effect
feels unfair, and is usually worth the extra work required to renovate early.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
78,Clay Mixer,"Clay Mixer A strong card - usually worth about 6 clay, and you'll get most of that clay
early, when you need it most.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
79,Clay Oven,"Clay Oven Clay Oven This is the key component of a 'baking'
strategy; the Stone Oven is unlikely to be purchased early, if at all. Unfortunately, the baking strategy is often too
clunky to work; you sorely need help from cards to make baking as viable as
ranching. Getting two grain fields sown takes an enormous amount of actions,
but is often a necessity to get your engine going. In 2-p and 3-p, finding
early stone for the oven is often a problem. In 4-p and 5-p, your dependence on
the single 'sow/bake' spot can be a huge weakness, as that space
often becomes overcrowded with a large number of players. That said, ignoring the option altogether is a
clear mistake; if you have the cards for it, baking can be an amazingly
powerful food engine. No one can deny the pure, brutal efficiency of 5F for 1G.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
